,violationid,buildingid,registrationid,boroid,boro,housenumber,lowhousenumber,highhousenumber,streetname,streetcode,zip,story,block,lot,class,inspectiondate,approveddate,originalcertifybydate,originalcorrectbydate,ordernumber,novid,novdescription,novissueddate,currentstatusid,currentstatus,currentstatusdate,novtype,violationstatus,latitude,longitude,communityboard,councildistrict,censustract,bin,bbl,nta,apartment,certifieddate,newcertifybydate,newcorrectbydate
485,10001678,941865,384057,3,BROOKLYN,1206,1206,1216,BERGEN STREET,19230,11213,6,1221,53,B,2013-10-09T00:00:00.000,2013-10-11T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,501,4707713,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE LIGHT SWITCH AT THE EAST WALL  IN THE FOYER  LOCATED AT APT B6A, 6th STORY, 2nd APARTMENT FROM WEST AT NORTH",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2017-02-14T00:00:00.000,Original,Close,40.675857,-73.945685,8,36,313,3030745,3012210053,Crown Heights North,B6A,,,
486,10001683,941865,384057,3,BROOKLYN,1206,1206,1216,BERGEN STREET,19230,11213,6,1221,53,B,2013-10-09T00:00:00.000,2013-10-11T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,509,4707713,"SECTION 27-2005 ADM CODE  PROPERLY SECURE THE LOOSE CEILING LIGHT FIXTURE  IN THE 3rd ROOM  FROM NORTH LOCATED AT APT B6A, 6th STORY, 2nd APARTMENT FROM WEST AT NORTH",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2017-02-14T00:00:00.000,Original,Close,40.675857,-73.945685,8,36,313,3030745,3012210053,Crown Heights North,B6A,,,
487,10001685,215853,347316,3,BROOKLYN,1408,1408,1408,BUSHWICK AVENUE,23930,11207,1,3438,42,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,598,4706655,"SECTION 27-2026 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE CONNECTION WASTE WATER PIPE LINE AT WASH BASIN  IN THE BATHROOM  LOCATED AT APT 1F, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2014-12-05T00:00:00.000,Original,Close,40.684571,-73.909499,4,37,403,3079880,3034380042,Bushwick South,1F,,,
488,10001686,215853,347316,3,BROOKLYN,1408,1408,1408,BUSHWICK AVENUE,23930,11207,1,3438,42,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,501,4706655,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE MECHANICAL VENTILATION SYSTEM  IN THE BATHROOM  LOCATED AT APT 1F, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2014-12-05T00:00:00.000,Original,Close,40.684571,-73.909499,4,37,403,3079880,3034380042,Bushwick South,1F,,,
489,10001691,215853,347316,3,BROOKLYN,1408,1408,1408,BUSHWICK AVENUE,23930,11207,1,3438,42,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,598,4706655,"SECTION 27-2026 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE CONNECTION WASTE LINE PIPE AT SINK  IN THE KITCHEN  LOCATED AT APT 1F, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2014-12-05T00:00:00.000,Original,Close,40.684571,-73.909499,4,37,403,3079880,3034380042,Bushwick South,1F,,,
490,10001695,215853,347316,3,BROOKLYN,1408,1408,1408,BUSHWICK AVENUE,23930,11207,1,3438,42,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,569,4706655,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT  LOCATED AT APT 1F, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2014-12-05T00:00:00.000,Original,Close,40.684571,-73.909499,4,37,403,3079880,3034380042,Bushwick South,1F,,,
491,10001696,215853,347316,3,BROOKLYN,1408,1408,1408,BUSHWICK AVENUE,23930,11207,1,3438,42,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,568,4706655,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES IN THE KITCHEN  LOCATED AT APT 1F, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2014-12-05T00:00:00.000,Original,Close,40.684571,-73.909499,4,37,403,3079880,3034380042,Bushwick South,1F,,,
492,10001698,215853,347316,3,BROOKLYN,1408,1408,1408,BUSHWICK AVENUE,23930,11207,1,3438,42,A,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2014-01-28T00:00:00.000,2014-01-14T00:00:00.000,505,4706654,"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE WOOD BASE CABINET AT SINK  IN THE KITCHEN  LOCATED AT APT 1F, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2014-12-05T00:00:00.000,Original,Close,40.684571,-73.909499,4,37,403,3079880,3034380042,Bushwick South,1F,,,
493,10001700,215853,347316,3,BROOKLYN,1408,1408,1408,BUSHWICK AVENUE,23930,11207,1,3438,42,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,702,4706655,"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR DEFECTIVE  LOCATED AT APT 1F, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2014-12-05T00:00:00.000,Original,Close,40.684571,-73.909499,4,37,403,3079880,3034380042,Bushwick South,1F,,,
494,10001717,120558,204350,2,BRONX,2031,2031,2031,WEBSTER AVENUE,73720,10457,4,3142,74,B,2013-10-08T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,502,4706570,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR  IN THE PRIVATE HALLWAY  LOCATED AT APT 36, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2014-09-26T00:00:00.000,Original,Close,40.85091,-73.899032,5,15,379,2013300,2031420074,Mount Hope,36,,,
495,10001718,92715,203645,2,BRONX,2326,2326,2326,LORING PLACE NORTH,47020,10468,3,3225,106,A,2013-10-06T00:00:00.000,2013-10-10T00:00:00.000,2014-01-28T00:00:00.000,2014-01-14T00:00:00.000,556,4706491,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT  ALL PEELING PAINT SURFACES IN  THE PRIVATE HALLWAY ,  THE 1st ROOM  FROM NORTH AT EAST,  THE 2nd ROOM  FROM NORTH  LOCATED AT APT 3E, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",2013-10-11T00:00:00.000,21,NOT COMPLIED WITH,2016-05-04T00:00:00.000,Original,Open,40.862196,-73.908017,7,14,255,2014946,2032250106,Kingsbridge Heights,3E,,,
496,10001720,112024,209710,2,BRONX,1018,1018,1020,SUMMIT AVENUE,67420,10452,3,2525,7,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,508,4706532,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR EASTWALL  IN THE PRIVATE HALLWAY  LOCATED AT APT 3I, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2015-05-08T00:00:00.000,Original,Close,40.83374,-73.929891,4,8,189,2003457,2025250007,Highbridge,3I,,,
497,10001721,112024,209710,2,BRONX,1018,1018,1020,SUMMIT AVENUE,67420,10452,3,2525,7,A,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2014-01-28T00:00:00.000,2014-01-14T00:00:00.000,529,4706531,"SECTION 27-2005 ADM CODE  REFIT DOOR  IN THE 1st ROOM  FROM EAST AT SOUTH LOCATED AT APT 3I, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2015-05-08T00:00:00.000,Original,Close,40.83374,-73.929891,4,8,189,2003457,2025250007,Highbridge,3I,,,
498,10001722,112024,209710,2,BRONX,1018,1018,1020,SUMMIT AVENUE,67420,10452,3,2525,7,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,506,4706532,"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE MISSING WASHBASIN  IN THE BATHROOM  LOCATED AT APT 3I, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2015-05-08T00:00:00.000,Original,Close,40.83374,-73.929891,4,8,189,2003457,2025250007,Highbridge,3I,,,
499,10001723,112024,209710,2,BRONX,1018,1018,1020,SUMMIT AVENUE,67420,10452,3,2525,7,A,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2014-01-28T00:00:00.000,2014-01-14T00:00:00.000,529,4706531,"SECTION 27-2005 ADM CODE  REFIT DOOR  IN THE BATHROOM  LOCATED AT APT 3I, 3rd STORY, APARTMENT AT  NORTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2015-05-08T00:00:00.000,Original,Close,40.83374,-73.929891,4,8,189,2003457,2025250007,Highbridge,3I,,,
500,10001724,112024,209710,2,BRONX,1018,1018,1020,SUMMIT AVENUE,67420,10452,3,2525,7,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,501,4706532,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE BALANCE ROD LOWER SASH WINDOW  IN THE KITCHEN  LOCATED AT APT 3I, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2015-05-08T00:00:00.000,Original,Close,40.83374,-73.929891,4,8,189,2003457,2025250007,Highbridge,3I,,,
501,10001725,112024,209710,2,BRONX,1018,1018,1020,SUMMIT AVENUE,67420,10452,3,2525,7,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,501,4706532,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE BALANCE ROD LOWER AND UPPER SASH WINDOW  IN THE BATHROOM  LOCATED AT APT 3I, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2015-05-08T00:00:00.000,Original,Close,40.83374,-73.929891,4,8,189,2003457,2025250007,Highbridge,3I,,,
502,10001726,112024,209710,2,BRONX,1018,1018,1020,SUMMIT AVENUE,67420,10452,3,2525,7,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,569,4706532,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT  LOCATED AT APT 3I, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2015-05-08T00:00:00.000,Original,Close,40.83374,-73.929891,4,8,189,2003457,2025250007,Highbridge,3I,,,
503,10001727,112024,209710,2,BRONX,1018,1018,1020,SUMMIT AVENUE,67420,10452,3,2525,7,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,568,4706532,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES IN THE ENTIRE APARTMENT  LOCATED AT APT 3I, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2015-05-08T00:00:00.000,Original,Close,40.83374,-73.929891,4,8,189,2003457,2025250007,Highbridge,3I,,,
504,10001728,112024,209710,2,BRONX,1018,1018,1020,SUMMIT AVENUE,67420,10452,1,2525,7,A,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2014-01-28T00:00:00.000,2014-01-14T00:00:00.000,556,4706531,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT CEILING AND WALLS  IN THE 1st ROOM  FROM EAST AT NORTH LOCATED AT APT 3I, 1st STORY, APARTMENT AT  NORTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2015-05-08T00:00:00.000,Original,Close,40.83374,-73.929891,4,8,189,2003457,2025250007,Highbridge,3I,,,
505,10001729,112024,209710,2,BRONX,1018,1018,1020,SUMMIT AVENUE,67420,10452,3,2525,7,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,501,4706532,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE BALANCE ROD LOWER AND UPPER SASH WINDOW  IN THE 1st ROOM  FROM EAST AT NORTH LOCATED AT APT 3I, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2015-05-08T00:00:00.000,Original,Close,40.83374,-73.929891,4,8,189,2003457,2025250007,Highbridge,3I,,,
506,10001730,112024,209710,2,BRONX,1018,1018,1020,SUMMIT AVENUE,67420,10452,3,2525,7,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,501,4706532,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE BALANCED ROD LOWER SASH WINDOW  IN THE 1st ROOM  FROM EAST AT SOUTH LOCATED AT APT 3I, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2015-05-08T00:00:00.000,Original,Close,40.83374,-73.929891,4,8,189,2003457,2025250007,Highbridge,3I,,,
507,10001731,112024,209710,2,BRONX,1018,1018,1020,SUMMIT AVENUE,67420,10452,3,2525,7,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,570,4706532,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF BEDBUGS IN THE ENTIRE APARTMENT  LOCATED AT APT 3I, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2015-05-08T00:00:00.000,Original,Close,40.83374,-73.929891,4,8,189,2003457,2025250007,Highbridge,3I,,,
508,10001768,94269,200444,2,BRONX,106,100,108,MARCY PLACE,49220,10452,1,2840,49,C,2013-10-08T00:00:00.000,2013-10-10T00:00:00.000,2013-10-24T00:00:00.000,2013-10-19T00:00:00.000,501,4706496,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE BUILDING ENTRANCE DOOR LOCK ASSEMBLY  AT PUBLIC HALL, 1st STORY",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2014-08-29T00:00:00.000,Original,Close,40.838068,-73.916247,4,16,22102,2008051,2028400049,West Concourse,,,,
509,10001781,675229,404288,4,QUEENS,59-06,59-06,59-06,LINDEN STREET,54090,11385,2,3497,12,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,550,4706901,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... WALLS AND CEILING  IN THE BATHROOM  LOCATED AT APT 2F, 2nd STORY, 3rd APARTMENT FROM SOUTH AT WEST",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2016-06-02T00:00:00.000,Original,Close,40.708556,-73.903587,5,30,593,4083715,4034970012,Ridgewood,2F,,,
510,10001787,574780,418629,4,QUEENS,90-15,90-15,90-15,169 STREET,24540,11432,Yards / Courts,9802,30,B,2013-10-10T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,686,4706884,SECTION 27-2040 ADM CODE  PROVIDE ADEQUATE LIGHTING AT OR NEAR THE OUTSIDE OF THE FRONT ENTRANCEWAY OF THE BUILDING AND KEEP SAME BURNING FROM SUNSET EVERY DAY TO SUNRISE ON THE DAY FOLLOWING A MINIMUM OF 100 WATTS OF INCANDESCENT LIGHT REQUIRED (FIXTURE PRESENT),2013-10-11T00:00:00.000,4,NOV CERTIFIED LATE,2014-12-24T00:00:00.000,Original,Open,40.708221,-73.791572,12,27,460,4209716,4098020030,Jamaica,,2014-12-24T00:00:00.000,,
511,10001789,667883,413366,4,QUEENS,172-07,172-07,172-07,JAMAICA AVENUE,51090,11432,Yards / Courts,9808,12,B,2013-10-10T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,686,4706898,SECTION 27-2040 ADM CODE  PROVIDE ADEQUATE LIGHTING AT OR NEAR THE OUTSIDE OF THE FRONT ENTRANCEWAY OF THE BUILDING AND KEEP SAME BURNING FROM SUNSET EVERY DAY TO SUNRISE ON THE DAY FOLLOWING A MINIMUM OF 100 WATTS OF INCANDESCENT LIGHT REQUIRED (FIXTURE PRESENT),2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2016-03-01T00:00:00.000,Original,Close,40.707736,-73.787447,12,27,462,4209844,4098080012,Jamaica,,2015-07-07T00:00:00.000,,
512,10001791,675229,404288,4,QUEENS,59-06,59-06,59-06,LINDEN STREET,54090,11385,2,3497,12,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,583,4706901,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK CEILING  IN THE ENTIRE APARTMENT  LOCATED AT APT 2F, 2nd STORY, 3rd APARTMENT FROM SOUTH AT WEST",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2016-06-02T00:00:00.000,Original,Close,40.708556,-73.903587,5,30,593,4083715,4034970012,Ridgewood,2F,,,
513,10001795,675229,404288,4,QUEENS,59-06,59-06,59-06,LINDEN STREET,54090,11385,2,3497,12,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,508,4706901,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR WALLS AND CEILING  IN THE ENTIRE APARTMENT  LOCATED AT APT 2F, 2nd STORY, 3rd APARTMENT FROM SOUTH AT WEST",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2016-06-02T00:00:00.000,Original,Close,40.708556,-73.903587,5,30,593,4083715,4034970012,Ridgewood,2F,,,
514,10001801,675229,404288,4,QUEENS,59-06,59-06,59-06,LINDEN STREET,54090,11385,2,3497,12,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,568,4706901,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES IN THE ENTIRE APARTMENT  LOCATED AT APT 2F, 2nd STORY, 3rd APARTMENT FROM SOUTH AT WEST",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2016-06-02T00:00:00.000,Original,Close,40.708556,-73.903587,5,30,593,4083715,4034970012,Ridgewood,2F,,,
515,10001802,46443,221472,2,BRONX,789,775,789,ASTOR AVENUE,9620,10467,6,4352,1,B,2013-10-09T00:00:00.000,2013-10-11T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,1503,4707255,"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). INOPERATIVE  LOCATED AT APT 6K, 6th STORY, 1st APARTMENT FROM SOUTH AT WEST",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2014-08-30T00:00:00.000,Original,Close,40.859627,-73.864137,11,13,328,2050092,2043520001,Bronxdale,6K,,,
516,10001804,46443,221472,2,BRONX,789,775,789,ASTOR AVENUE,9620,10467,6,4352,1,B,2013-10-09T00:00:00.000,2013-10-11T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,702,4707255,"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR INOPERATIVE  LOCATED AT APT 6K, 6th STORY, 1st APARTMENT FROM SOUTH AT WEST",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2014-08-30T00:00:00.000,Original,Close,40.859627,-73.864137,11,13,328,2050092,2043520001,Bronxdale,6K,,,
517,10001807,46443,221472,2,BRONX,789,775,789,ASTOR AVENUE,9620,10467,6,4352,1,B,2013-10-09T00:00:00.000,2013-10-11T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,505,4707255,"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE GLASS AT LOWER WINDOW SASH  IN THE BATHROOM  LOCATED AT APT 6K, 6th STORY, 1st APARTMENT FROM SOUTH AT WEST",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2014-08-30T00:00:00.000,Original,Close,40.859627,-73.864137,11,13,328,2050092,2043520001,Bronxdale,6K,,,
518,10001811,46443,221472,2,BRONX,789,775,789,ASTOR AVENUE,9620,10467,6,4352,1,B,2013-10-09T00:00:00.000,2013-10-11T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,550,4707255,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT NORTH WALL, WEST WALL AND CEILING (APPROXLY. 10 S.F.)  IN THE 1st ROOM  FROM NORTH AT WEST LOCATED AT APT 6K, 6th STORY, 1st APARTMENT FROM SOUTH AT WEST",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2015-09-02T00:00:00.000,Original,Close,40.859627,-73.864137,11,13,328,2050092,2043520001,Bronxdale,6K,,,
519,10001812,675229,404288,4,QUEENS,59-06,59-06,59-06,LINDEN STREET,54090,11385,2,3497,12,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,1502,4706901,"SECTION 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. IN THE ENTIRE APARTMENT  LOCATED AT APT 2F, 2nd STORY, 3rd APARTMENT FROM SOUTH AT WEST",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2016-06-02T00:00:00.000,Original,Close,40.708556,-73.903587,5,30,593,4083715,4034970012,Ridgewood,2F,,,
520,10001820,292156,813845,3,BROOKLYN,1215,1215,1215,FLATBUSH AVENUE,40930,11226,1,5188,3,C,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-10-24T00:00:00.000,2013-10-19T00:00:00.000,805,4706696,"SECTION 27-2005 ADMIN. CODE: REPLACE WITH NEW THE BROKEN OR DEFECTIVE LOCK AT ENTRANCE DOOR TO BUILDING , 1st STORY",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2014-09-02T00:00:00.000,Original,Close,40.64083,-73.955943,14,45,790,3119629,3051880003,Erasmus,,,,
521,10001821,292156,813845,3,BROOKLYN,1215,1215,1215,FLATBUSH AVENUE,40930,11226,1,5188,3,A,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2014-01-28T00:00:00.000,2014-01-14T00:00:00.000,829,4706695,"SECTION 27-2005 ADMIN. CODE: REFIT  ENTRANCE DOOR  TO BUILDING , 1st STORY",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2014-09-02T00:00:00.000,Original,Close,40.64083,-73.955943,14,45,790,3119629,3051880003,Erasmus,,,,
522,10001825,675229,404288,4,QUEENS,59-06,59-06,59-06,LINDEN STREET,54090,11385,2,3497,12,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,702,4706901,"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR MISSING  IN THE ENTIRE APARTMENT  LOCATED AT APT 2F, 2nd STORY, 3rd APARTMENT FROM SOUTH AT WEST",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2016-06-02T00:00:00.000,Original,Close,40.708556,-73.903587,5,30,593,4083715,4034970012,Ridgewood,2F,,,
523,10001833,292156,813845,3,BROOKLYN,1215,1215,1215,FLATBUSH AVENUE,40930,11226,1,5188,3,A,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2014-01-28T00:00:00.000,2014-01-14T00:00:00.000,801,4706695,"SECTION 27-2005 ADMIN. CODE:  PROPERLY REPAIR THE BROKEN OR DEFECTIVE VESTIBULE DOOR , 1st STORY",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2014-09-02T00:00:00.000,Original,Close,40.64083,-73.955943,14,45,790,3119629,3051880003,Erasmus,,,,
524,10001837,704978,409003,4,QUEENS,61-36,61-36,61-36,WOODBINE STREET,67990,11385,All Stories,3614,23,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,552,4706921,"SECTION 27-2010, 2011, 2012 ADM CODE  REMOVE THE ACCUMULATION OF REFUSE AND/OR RUBBISH AND MAINTAIN IN A CLEAN CONDITION THE REAR YARD",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2015-05-13T00:00:00.000,Original,Close,40.707834,-73.89724,5,30,61301,4087724,4036140023,Ridgewood,,2013-10-30T00:00:00.000,,
525,10001841,804585,127264,1,MANHATTAN,220,220,220,EAST 89 STREET,18770,10128,1,1534,12,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,502,4706939,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR  IN THE KITCHEN  LOCATED AT APT 2, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2017-01-20T00:00:00.000,Original,Close,40.780471,-73.951926,8,5,14602,1085223,1015340012,Yorkville,2,,,
